name,course_type,institute_name,institute_tier,cgpa,cgpa_scale,year_of_grad,internship_count,internship_months,internship_employer_type,certifications,region,loan_amount,loan_emi,placed_3m,placed_6m,placed_12m,salary_lpa
Student_01043,MBA,NIT 43,1,9.22,10.0,2025,1,2,Startup,5,West,28.87,0.35,1,1,1,24.59
Student_01044,MCA,Academy of 44,3,4.0,10.0,2024,3,18,MNC,0,Central,5.94,0.07,0,1,1,
Student_01045,MBA,Regional Institute 45,2,9.43,10.0,2024,0,0,,4,Central,18.25,0.22,1,1,1,17.51
Student_01046,MBA,IIT 46,1,7.14,10.0,2026,2,10,Startup,3,West,33.92,0.41,1,1,1,8.61
Student_01047,Engineering,BITS 47,1,6.0,10.0,2026,1,3,MNC,3,North,20.54,0.25,1,1,1,10.77
Student_01048,Engineering,State Engineering College 48,2,5.89,10.0,2025,0,0,,4,North,16.04,0.19,0,0,1,
Student_01049,MBA,Institute of 49,3,6.67,10.0,2024,1,2,MNC,1,West,12.64,0.15,0,1,1,
Student_01050,MCA,BITS 50,1,7.91,10.0,2024,2,4,Startup,3,East,17.24,0.21,1,1,1,11.78
Student_01051,Engineering,University 51,2,6.28,10.0,2025,5,25,MNC,2,North,13.02,0.16,1,1,1,7.73
Student_01052,MCA,University 52,2,7.03,10.0,2026,0,0,,2,West,10.35,0.12,0,1,1,
Student_01053,Engineering,IIT 53,1,7.01,10.0,2025,2,10,Startup,0,South,18.55,0.22,1,1,1,10.61
Student_01054,MBA,Regional Institute 54,2,8.44,10.0,2026,4,20,MNC,4,South,23.66,0.28,1,1,1,12.99
Student_01055,MBA,IIT 55,1,6.15,10.0,2025,3,12,Startup,2,South,24.11,0.29,1,1,1,13.27
Student_01056,MCA,BITS 56,1,6.37,10.0,2026,4,24,Startup,1,Central,12.57,0.15,1,1,1,10.8
Student_01057,MBA,State Engineering College 57,2,6.34,10.0,2024,2,12,PSU,3,Central,16.66,0.2,0,1,1,
Student_01058,MCA,University 58,2,8.13,10.0,2024,3,12,PSU,4,South,10.8,0.13,1,1,1,8.37
Student_01059,MBA,State Engineering College 59,2,8.15,10.0,2025,2,4,NGO,3,East,22.88,0.27,1,1,1,8.36
Student_01060,Engineering,Institute of 60,3,7.74,10.0,2025,1,3,MNC,5,North,10.2,0.12,0,0,1,
Student_01061,Engineering,IIT 61,1,5.36,10.0,2024,6,18,Startup,2,West,25.9,0.31,1,1,1,5.4
Student_01062,MSc,IIT 62,1,8.91,10.0,2024,2,6,MNC,5,North,14.22,0.17,1,1,1,15.82
Student_01063,Engineering,State Engineering College 63,2,5.14,10.0,2024,0,0,,2,Central,14.54,0.17,1,1,1,4.64
Student_01064,Engineering,IIT 64,1,6.41,10.0,2024,1,2,MNC,2,South,25.44,0.31,1,1,1,9.67
Student_01065,Engineering,Regional Institute 65,2,8.32,10.0,2024,1,5,Startup,2,Central,16.92,0.2,1,1,1,7.66
Student_01066,Engineering,University 66,2,7.64,10.0,2026,1,4,Startup,4,North,15.87,0.19,0,1,1,
Student_01067,Engineering,University 67,2,7.3,10.0,2025,0,0,,2,North,17.56,0.21,0,1,1,
Student_01068,Engineering,BITS 68,1,7.41,10.0,2025,2,6,MNC,4,East,18.99,0.23,1,1,1,10.19
Student_01069,MBA,Regional Institute 69,2,6.69,10.0,2025,0,0,,3,East,18.3,0.22,1,1,1,8.06
Student_01070,Engineering,Regional Institute 70,2,6.15,10.0,2025,1,6,Startup,1,South,13.03,0.16,0,1,1,
Student_01071,Engineering,State Engineering College 71,2,8.07,10.0,2025,3,9,MNC,4,West,17.83,0.21,1,1,1,7.17
Student_01072,Engineering,Regional Institute 72,2,5.97,10.0,2026,0,0,,0,West,12.24,0.15,0,0,1,
Student_01073,MSc,Academy of 73,3,5.96,10.0,2025,1,2,Startup,0,South,6.28,0.08,0,1,1,
Student_01074,Engineering,NIT 74,1,6.19,10.0,2026,2,10,Startup,4,Central,21.2,0.25,1,1,1,8.46
Student_01075,Engineering,University 75,2,6.81,10.0,2025,1,2,PSU,2,South,15.14,0.18,0,0,1,
Student_01076,Engineering,NIT 76,1,8.71,10.0,2024,4,12,Startup,3,North,26.45,0.32,1,1,1,13.12
Student_01077,Engineering,NIT 77,1,6.39,10.0,2025,1,5,Startup,2,West,26.84,0.32,1,1,1,14.87
Student_01078,Engineering,BITS 78,1,9.36,10.0,2024,1,6,MNC,3,East,25.62,0.31,1,1,1,13.94
Student_01079,MCA,University 79,2,9.89,10.0,2026,0,0,,5,Central,11.93,0.14,1,1,1,8.77
Student_01080,Engineering,Regional Institute 80,2,9.69,10.0,2024,1,3,PSU,5,South,16.08,0.19,1,1,1,4.64
Student_01081,MCA,Regional Institute 81,2,5.19,10.0,2024,2,4,MNC,0,South,9.68,0.12,1,1,1,3.44
Student_01082,Engineering,College of 82,3,7.92,10.0,2026,4,20,NGO,1,South,9.46,0.11,1,1,1,3.24
Student_01083,MCA,BITS 83,1,8.58,10.0,2025,3,9,PSU,3,East,13.51,0.16,1,1,1,8.8
Student_01084,MCA,State Engineering College 84,2,7.45,10.0,2026,1,5,Startup,3,North,10.61,0.13,1,1,1,10.24
Student_01085,MBA,Regional Institute 85,2,8.18,10.0,2025,1,6,MNC,4,East,22.15,0.27,1,1,1,7.02
Student_01086,Engineering,Academy of 86,3,9.03,10.0,2026,4,8,MNC,4,South,11.28,0.14,1,1,1,6.07
Student_01087,MBA,Regional Institute 87,2,6.73,10.0,2025,0,0,,2,North,19.99,0.24,0,1,1,
Student_01088,Engineering,Academy of 88,3,8.81,10.0,2026,1,6,MNC,3,South,9.11,0.11,1,1,1,5.41
Student_01089,MCA,Regional Institute 89,2,7.17,10.0,2024,3,15,Startup,4,South,11.98,0.14,1,1,1,7.45
Student_01090,MBA,IIT 90,1,6.11,10.0,2025,3,6,Startup,3,Central,35.86,0.43,1,1,1,25.37
Student_01091,Engineering,State Engineering College 91,2,8.21,10.0,2025,4,12,MNC,2,West,15.25,0.18,1,1,1,8.65
Student_01092,Engineering,IIT 92,1,6.4,10.0,2026,4,24,NGO,1,West,22.43,0.27,1,1,1,6.59
Student_01093,Engineering,Academy of 93,3,9.51,10.0,2026,0,0,,5,West,11.25,0.13,0,1,1,
Student_01094,MSc,BITS 94,1,5.14,10.0,2025,2,6,MNC,2,West,13.61,0.16,1,1,1,9.09
Student_01095,MCA,Academy of 95,3,8.88,10.0,2025,3,6,NGO,3,South,6.87,0.08,1,1,1,4.46
Student_01096,MBA,College of 96,3,6.01,10.0,2026,1,3,PSU,4,West,11.6,0.14,1,1,1,4.54
Student_01097,MBA,University 97,2,8.51,10.0,2026,2,8,MNC,1,South,22.03,0.26,1,1,1,8.43
Student_01098,MCA,Regional Institute 98,2,9.08,10.0,2026,2,6,Startup,4,East,10.08,0.12,1,1,1,7.51
Student_01099,Engineering,Academy of 99,3,9.58,10.0,2025,2,8,MNC,5,North,9.93,0.12,0,1,1,
Student_01100,MBA,College of 00,3,6.75,10.0,2024,3,6,NGO,2,East,13.39,0.16,1,1,1,5.0
Student_01101,Engineering,State Engineering College 01,2,8.03,10.0,2024,1,3,PSU,4,West,17.3,0.21,1,1,1,6.37
Student_01102,MCA,NIT 02,1,7.12,10.0,2025,1,5,MNC,2,North,14.62,0.18,1,1,1,12.74
Student_01103,MSc,BITS 03,1,7.27,10.0,2025,3,6,NGO,4,South,9.93,0.12,1,1,1,7.39
Student_01104,Engineering,University 04,2,8.39,10.0,2024,1,3,Startup,4,North,15.63,0.19,1,1,1,12.58
Student_01105,Engineering,Regional Institute 05,2,7.87,10.0,2024,2,12,Startup,3,East,13.5,0.16,1,1,1,6.59
Student_01106,Engineering,Regional Institute 06,2,7.56,10.0,2025,3,18,Startup,1,West,17.71,0.21,1,1,1,5.59
Student_01107,MBA,College of 07,3,6.64,10.0,2025,4,20,Startup,1,West,16.18,0.19,0,1,1,
Student_01108,MBA,Academy of 08,3,5.64,10.0,2025,2,4,MNC,1,West,16.17,0.19,0,1,1,
Student_01109,MBA,Institute of 09,3,9.31,10.0,2024,2,10,MNC,4,West,15.64,0.19,1,1,1,6.51
Student_01110,MBA,Academy of 10,3,9.38,10.0,2024,3,6,PSU,4,North,15.38,0.18,1,1,1,7.12
Student_01111,Engineering,Regional Institute 11,2,5.5,10.0,2025,0,0,,0,South,12.41,0.15,0,1,1,
Student_01112,MCA,IIT 12,1,7.47,10.0,2026,3,6,PSU,3,North,15.26,0.18,1,1,1,11.05
Student_01113,Engineering,Regional Institute 13,2,8.51,10.0,2025,3,9,Startup,3,South,14.49,0.17,1,1,1,5.19
Student_01114,MBA,Regional Institute 14,2,9.13,10.0,2025,0,0,,5,South,16.67,0.2,0,1,1,
Student_01115,Engineering,Institute of 15,3,8.56,10.0,2024,1,4,PSU,5,North,11.77,0.14,1,1,1,3.36
Student_01116,MBA,Institute of 16,3,7.91,10.0,2025,1,5,Startup,5,East,16.25,0.19,1,1,1,4.88
Student_01117,MCA,NIT 17,1,6.81,10.0,2025,3,9,Startup,1,South,15.93,0.19,1,1,1,7.65
Student_01118,Engineering,University 18,2,7.25,10.0,2026,4,24,MNC,3,West,12.88,0.15,1,1,1,11.47
Student_01119,MBA,College of 19,3,5.47,10.0,2024,1,6,PSU,2,West,14.08,0.17,0,0,1,
Student_01120,MBA,State Engineering College 20,2,6.77,10.0,2026,2,4,NGO,4,North,16.22,0.19,1,1,1,6.5
Student_01121,MBA,Regional Institute 21,2,8.45,10.0,2024,3,6,PSU,3,Central,22.81,0.27,1,1,1,8.3
Student_01122,MBA,Institute of 22,3,7.52,10.0,2026,1,6,NGO,2,South,11.9,0.14,1,1,1,3.86
Student_01123,MCA,University 23,2,6.7,10.0,2026,1,5,Startup,3,West,9.08,0.11,1,1,1,9.03
Student_01124,Engineering,Institute of 24,3,9.69,10.0,2025,1,3,MNC,5,South,10.72,0.13,1,1,1,9.75
Student_01125,Engineering,Institute of 25,3,7.27,10.0,2025,1,6,MNC,3,East,9.21,0.11,1,1,1,3.93
Student_01126,MCA,University 26,2,9.07,10.0,2025,0,0,,5,Central,10.11,0.12,0,1,1,
Student_01127,MCA,Regional Institute 27,2,6.98,10.0,2026,0,0,,2,South,8.02,0.1,0,0,0,
Student_01128,MCA,BITS 28,1,7.01,10.0,2026,1,6,Startup,0,Central,17.93,0.22,0,1,1,
Student_01129,Engineering,College of 29,3,6.36,10.0,2024,3,18,PSU,1,West,11.58,0.14,1,1,1,3.0
Student_01130,MSc,Regional Institute 30,2,7.59,10.0,2025,1,2,Startup,4,South,6.9,0.08,0,0,1,
Student_01131,Engineering,IIT 31,1,8.48,10.0,2026,3,6,Startup,3,South,25.63,0.31,1,1,1,16.06
Student_01132,MBA,Institute of 32,3,9.51,10.0,2025,4,20,NGO,4,North,16.59,0.2,1,1,1,3.57
Student_01133,MBA,Regional Institute 33,2,6.89,10.0,2024,2,10,Startup,4,West,17.3,0.21,0,1,1,
Student_01134,Engineering,NIT 34,1,8.61,10.0,2025,1,2,Startup,4,South,26.83,0.32,1,1,1,14.69
Student_01135,MBA,IIT 35,1,7.21,10.0,2025,1,3,Startup,4,Central,28.06,0.34,1,1,1,8.16
Student_01136,Engineering,Regional Institute 36,2,6.41,10.0,2024,0,0,,1,Central,14.7,0.18,1,1,1,6.37
Student_01137,MBA,BITS 37,1,7.81,10.0,2025,0,0,,3,Central,30.4,0.36,1,1,1,16.62
Student_01138,MBA,State Engineering College 38,2,10.0,10.0,2025,3,18,MNC,5,North,21.25,0.25,1,1,1,9.45
Student_01139,MBA,Academy of 39,3,7.48,10.0,2025,1,2,PSU,1,West,11.38,0.14,0,0,1,
Student_01140,Engineering,University 40,2,7.96,10.0,2024,0,0,,3,South,16.71,0.2,1,1,1,14.44
Student_01141,Engineering,Regional Institute 41,2,7.08,10.0,2025,2,6,PSU,3,South,15.34,0.18,1,1,1,6.2
Student_01142,MCA,Institute of 42,3,8.82,10.0,2025,0,0,,4,South,7.52,0.09,1,1,1,3.25
Student_01143,MBA,State Engineering College 43,2,7.9,10.0,2026,1,5,NGO,3,North,22.94,0.28,1,1,1,9.83
Student_01144,MSc,State Engineering College 44,2,8.32,10.0,2026,3,15,PSU,5,South,6.44,0.08,1,1,1,3.13
Student_01145,MBA,University 45,2,7.5,10.0,2024,0,0,,2,North,23.36,0.28,1,1,1,9.62
Student_01146,MSc,Institute of 46,3,6.78,10.0,2026,3,6,PSU,3,North,5.62,0.07,0,1,1,
Student_01147,MBA,BITS 47,1,9.08,10.0,2024,2,6,MNC,5,North,30.46,0.37,1,1,1,14.79
Student_01148,MBA,Institute of 48,3,6.29,10.0,2024,2,12,PSU,2,North,13.24,0.16,0,0,1,
Student_01149,MCA,Academy of 49,3,8.63,10.0,2025,1,2,PSU,5,South,7.53,0.09,1,1,1,5.09
Student_01150,Engineering,Regional Institute 50,2,8.55,10.0,2024,3,12,PSU,5,South,17.58,0.21,0,1,1,
Student_01151,Engineering,College of 51,3,6.8,10.0,2025,0,0,,1,North,11.33,0.14,0,0,1,
Student_01152,Engineering,State Engineering College 52,2,10.0,10.0,2024,3,9,Startup,5,North,16.83,0.2,1,1,1,8.39
Student_01153,Engineering,Institute of 53,3,7.57,10.0,2024,1,5,MNC,3,South,12.07,0.14,1,1,1,5.93
Student_01154,Engineering,University 54,2,7.24,10.0,2024,2,10,PSU,1,South,12.66,0.15,1,1,1,7.39
Student_01155,Engineering,State Engineering College 55,2,6.95,10.0,2026,0,0,,3,East,13.75,0.16,0,1,1,
Student_01156,MCA,NIT 56,1,5.94,10.0,2024,1,4,NGO,2,West,16.09,0.19,1,1,1,10.36
Student_01157,MBA,Regional Institute 57,2,8.75,10.0,2025,1,2,NGO,2,South,18.19,0.22,1,1,1,14.05
Student_01158,Engineering,Academy of 58,3,4.51,10.0,2025,3,12,NGO,0,South,10.11,0.12,0,1,1,
Student_01159,MCA,NIT 59,1,6.44,10.0,2025,2,4,MNC,2,South,15.84,0.19,1,1,1,9.33
Student_01160,MCA,State Engineering College 60,2,6.95,10.0,2025,1,4,MNC,4,West,9.17,0.11,1,1,1,5.96
Student_01161,MCA,State Engineering College 61,2,6.99,10.0,2025,1,2,Startup,1,East,11.28,0.14,1,1,1,10.41
Student_01162,MBA,Academy of 62,3,6.8,10.0,2026,3,12,PSU,3,West,12.5,0.15,1,1,1,7.39
Student_01163,MBA,Academy of 63,3,8.15,10.0,2026,0,0,,4,South,13.98,0.17,0,1,1,
Student_01164,Engineering,State Engineering College 64,2,6.36,10.0,2025,1,3,Startup,2,North,14.41,0.17,1,1,1,9.26
Student_01165,MCA,BITS 65,1,6.57,10.0,2025,0,0,,4,North,13.3,0.16,0,1,1,
Student_01166,Engineering,College of 66,3,7.64,10.0,2026,1,3,Startup,3,West,11.67,0.14,0,1,1,
Student_01167,Engineering,Regional Institute 67,2,4.67,10.0,2026,0,0,,0,South,17.46,0.21,0,1,1,
Student_01168,Engineering,Academy of 68,3,6.03,10.0,2025,0,0,,0,South,8.97,0.11,1,1,1,4.97
Student_01169,MBA,IIT 69,1,9.12,10.0,2025,1,3,MNC,3,Central,31.71,0.38,1,1,1,27.65
Student_01170,Engineering,BITS 70,1,6.15,10.0,2024,2,6,MNC,3,South,19.99,0.24,0,1,1,
Student_01171,MCA,Regional Institute 71,2,8.5,10.0,2025,1,5,Startup,4,East,8.21,0.1,1,1,1,6.31
Student_01172,MBA,State Engineering College 72,2,7.16,10.0,2026,2,4,MNC,4,North,18.19,0.22,1,1,1,6.83
Student_01173,MBA,State Engineering College 73,2,7.67,10.0,2025,1,6,PSU,3,North,18.78,0.23,0,1,1,
Student_01174,MBA,State Engineering College 74,2,7.26,10.0,2025,1,4,PSU,2,North,21.3,0.26,1,1,1,5.63
Student_01175,Engineering,NIT 75,1,7.27,10.0,2026,2,8,NGO,3,South,19.64,0.24,1,1,1,12.76
Student_01176,Engineering,College of 76,3,6.77,10.0,2025,3,9,MNC,2,East,10.0,0.12,0,0,1,
Student_01177,Engineering,University 77,2,7.51,10.0,2024,1,3,MNC,3,Central,13.66,0.16,1,1,1,7.6
Student_01178,MBA,State Engineering College 78,2,8.81,10.0,2025,1,2,MNC,2,South,17.95,0.22,1,1,1,6.78
Student_01179,Engineering,Institute of 79,3,8.31,10.0,2025,0,0,,4,East,11.0,0.13,1,1,1,3.66
Student_01180,Engineering,University 80,2,7.34,10.0,2026,1,6,MNC,1,North,13.96,0.17,1,1,1,6.12
Student_01181,Engineering,Institute of 81,3,7.36,10.0,2026,1,2,Startup,3,West,8.87,0.11,0,1,1,
Student_01182,Engineering,University 82,2,6.99,10.0,2024,2,12,MNC,2,South,14.91,0.18,0,1,1,
Student_01183,Engineering,University 83,2,7.1,10.0,2025,3,18,Startup,2,South,14.32,0.17,1,1,1,7.74
Student_01184,Engineering,NIT 84,1,5.74,10.0,2025,2,4,Startup,3,West,22.79,0.27,1,1,1,13.91
Student_01185,Engineering,Regional Institute 85,2,6.49,10.0,2026,3,12,Startup,3,West,16.35,0.2,0,1,1,
Student_01186,Engineering,Regional Institute 86,2,6.76,10.0,2024,2,8,MNC,2,Central,17.92,0.22,1,1,1,5.45
Student_01187,Engineering,Institute of 87,3,9.82,10.0,2024,2,8,MNC,4,South,11.55,0.14,0,1,1,
Student_01188,Engineering,State Engineering College 88,2,7.38,10.0,2026,2,6,MNC,3,North,13.53,0.16,1,1,1,8.98
Student_01189,MSc,Institute of 89,3,6.21,10.0,2025,3,6,PSU,1,Central,4.75,0.06,1,1,1,3.0
Student_01190,Engineering,University 90,2,7.1,10.0,2026,1,5,MNC,3,East,13.06,0.16,0,1,1,
Student_01191,Engineering,State Engineering College 91,2,7.62,10.0,2025,2,12,MNC,3,West,17.21,0.21,0,1,1,
Student_01192,Engineering,Regional Institute 92,2,6.6,10.0,2024,2,10,Startup,2,East,14.58,0.17,1,1,1,7.37
Student_01193,MCA,College of 93,3,6.32,10.0,2025,3,15,PSU,3,Central,7.5,0.09,1,1,1,4.27
Student_01194,Engineering,University 94,2,6.89,10.0,2024,3,18,MNC,1,East,12.67,0.15,0,1,1,
Student_01195,Engineering,University 95,2,6.51,10.0,2026,2,8,NGO,2,North,17.32,0.21,0,1,1,
Student_01196,MBA,Academy of 96,3,6.96,10.0,2025,1,5,MNC,2,North,13.03,0.16,0,0,1,
Student_01197,Engineering,IIT 97,1,5.98,10.0,2026,2,4,MNC,3,East,26.88,0.32,1,1,1,12.32
Student_01198,Engineering,State Engineering College 98,2,7.31,10.0,2025,3,9,NGO,2,East,17.59,0.21,1,1,1,4.62
Student_01199,MBA,Regional Institute 99,2,7.52,10.0,2026,0,0,,3,West,23.8,0.29,0,1,1,
Student_01200,Engineering,Institute of 00,3,7.73,10.0,2026,2,4,Startup,3,North,8.92,0.11,1,1,1,4.75
Student_01201,MSc,Regional Institute 01,2,6.94,10.0,2024,3,18,NGO,1,Central,6.52,0.08,0,1,1,
Student_01202,MBA,Academy of 02,3,8.67,10.0,2026,0,0,,2,South,12.9,0.15,0,1,1,
Student_01203,MBA,Regional Institute 03,2,6.3,10.0,2025,1,2,PSU,1,East,21.54,0.26,1,1,1,6.23
Student_01204,Engineering,IIT 04,1,9.12,10.0,2025,2,10,Startup,4,South,23.1,0.28,1,1,1,12.04
Student_01205,Engineering,Institute of 05,3,8.75,10.0,2024,1,6,Startup,5,East,10.35,0.12,0,1,1,
Student_01206,Engineering,BITS 06,1,7.03,10.0,2024,1,6,PSU,3,Central,23.97,0.29,1,1,1,11.79
Student_01207,Engineering,Regional Institute 07,2,8.86,10.0,2024,0,0,,5,West,16.09,0.19,1,1,1,5.8
Student_01208,MCA,University 08,2,7.98,10.0,2024,1,6,MNC,5,South,8.77,0.11,0,1,1,
Student_01209,MSc,University 09,2,7.89,10.0,2026,2,12,NGO,4,East,9.5,0.11,0,1,1,
Student_01210,Engineering,University 10,2,8.21,10.0,2026,0,0,,3,West,15.13,0.18,1,1,1,4.02
Student_01211,Engineering,Regional Institute 11,2,7.55,10.0,2026,0,0,,2,North,15.5,0.19,0,0,1,
Student_01212,MCA,State Engineering College 12,2,7.13,10.0,2025,1,5,MNC,2,Central,8.72,0.1,0,1,1,
Student_01213,MSc,NIT 13,1,6.19,10.0,2026,0,0,,1,North,11.66,0.14,0,1,1,
Student_01214,Engineering,BITS 14,1,5.68,10.0,2025,0,0,,1,West,23.31,0.28,1,1,1,14.55
Student_01215,MCA,NIT 15,1,5.84,10.0,2024,1,5,Startup,1,Central,16.77,0.2,0,1,1,
Student_01216,MCA,Regional Institute 16,2,8.74,10.0,2026,1,2,NGO,4,East,10.26,0.12,1,1,1,7.04
Student_01217,MBA,Regional Institute 17,2,7.61,10.0,2024,2,4,Startup,5,West,20.3,0.24,1,1,1,10.23
Student_01218,MCA,Academy of 18,3,9.14,10.0,2025,2,6,PSU,4,East,6.31,0.08,1,1,1,4.07
Student_01219,MSc,BITS 19,1,6.8,10.0,2024,4,12,Startup,2,West,12.69,0.15,1,1,1,8.09
Student_01220,Engineering,Regional Institute 20,2,8.02,10.0,2024,3,12,PSU,3,South,13.01,0.16,1,1,1,11.15
Student_01221,MCA,NIT 21,1,7.82,10.0,2026,2,8,MNC,5,South,15.03,0.18,1,1,1,14.59
Student_01222,MSc,Regional Institute 22,2,7.73,10.0,2024,1,3,Startup,4,North,8.68,0.1,0,1,1,
Student_01223,Engineering,State Engineering College 23,2,6.68,10.0,2025,1,5,NGO,2,North,14.76,0.18,1,1,1,6.14
Student_01224,Engineering,University 24,2,5.72,10.0,2026,1,2,MNC,0,West,14.63,0.18,1,1,1,10.71
Student_01225,Engineering,State Engineering College 25,2,8.53,10.0,2025,3,9,Startup,3,East,15.28,0.18,1,1,1,12.38
Student_01226,MBA,University 26,2,7.14,10.0,2024,1,6,MNC,3,North,16.6,0.2,1,1,1,9.26
Student_01227,Engineering,Regional Institute 27,2,7.98,10.0,2026,1,6,PSU,3,South,15.65,0.19,0,1,1,
Student_01228,Engineering,College of 28,3,6.25,10.0,2025,2,6,MNC,2,North,9.34,0.11,0,0,1,
Student_01229,Engineering,Regional Institute 29,2,6.07,10.0,2025,1,2,Startup,4,Central,17.92,0.22,1,1,1,3.74
Student_01230,Engineering,College of 30,3,9.23,10.0,2024,0,0,,5,North,11.05,0.13,0,1,1,
Student_01231,MCA,Regional Institute 31,2,7.35,10.0,2024,1,5,MNC,3,South,8.2,0.1,1,1,1,4.26
Student_01232,Engineering,Academy of 32,3,9.03,10.0,2024,3,6,PSU,5,South,8.49,0.1,1,1,1,5.72
Student_01233,Engineering,Institute of 33,3,9.14,10.0,2024,4,12,Startup,4,West,9.46,0.11,1,1,1,4.65
Student_01234,MBA,Academy of 34,3,7.63,10.0,2026,2,4,MNC,4,North,16.07,0.19,1,1,1,7.42
Student_01235,MBA,Regional Institute 35,2,6.81,10.0,2026,3,6,PSU,3,South,23.65,0.28,1,1,1,7.3
Student_01236,MBA,Institute of 36,3,7.95,10.0,2025,2,12,MNC,4,East,15.22,0.18,1,1,1,5.6
Student_01237,MCA,University 37,2,6.8,10.0,2025,2,4,MNC,1,South,10.43,0.13,1,1,1,7.04
Student_01238,MBA,Academy of 38,3,8.97,10.0,2025,0,0,,4,West,16.39,0.2,1,1,1,4.0
Student_01239,MBA,State Engineering College 39,2,6.77,10.0,2024,2,6,PSU,3,West,22.32,0.27,1,1,1,5.25
Student_01240,Engineering,Regional Institute 40,2,6.77,10.0,2024,4,12,Startup,5,North,17.01,0.2,1,1,1,6.7
Student_01241,Engineering,State Engineering College 41,2,7.76,10.0,2025,2,12,Startup,3,West,12.37,0.15,1,1,1,7.77
Student_01242,MCA,College of 42,3,7.64,10.0,2026,0,0,,3,North,7.42,0.09,0,0,0,
Student_01243,MBA,Academy of 43,3,5.93,10.0,2024,3,15,Startup,1,West,12.11,0.15,1,1,1,6.37
Student_01244,MCA,University 44,2,5.61,10.0,2024,2,6,MNC,2,South,10.34,0.12,1,1,1,5.38
Student_01245,MBA,NIT 45,1,5.14,10.0,2025,2,4,MNC,1,Central,31.77,0.38,1,1,1,11.87
Student_01246,MBA,State Engineering College 46,2,9.45,10.0,2025,2,12,PSU,4,Central,16.54,0.2,1,1,1,11.79
Student_01247,Engineering,Institute of 47,3,6.99,10.0,2026,3,12,Startup,3,North,11.53,0.14,0,0,1,
Student_01248,MBA,State Engineering College 48,2,8.72,10.0,2026,1,4,MNC,4,East,23.14,0.28,1,1,1,12.05
Student_01249,Engineering,BITS 49,1,6.35,10.0,2025,3,6,Startup,3,North,20.42,0.25,1,1,1,15.76
Student_01250,MSc,Regional Institute 50,2,7.82,10.0,2026,1,2,MNC,3,West,8.13,0.1,1,1,1,8.49
Student_01251,Engineering,State Engineering College 51,2,7.57,10.0,2025,1,5,PSU,3,South,15.64,0.19,1,1,1,8.03
Student_01252,Engineering,University 52,2,7.16,10.0,2024,1,3,Startup,1,South,17.72,0.21,0,1,1,
Student_01253,MSc,State Engineering College 53,2,7.86,10.0,2025,0,0,,5,South,8.75,0.1,1,1,1,4.26
Student_01254,Engineering,Institute of 54,3,8.06,10.0,2024,1,4,MNC,4,South,9.98,0.12,1,1,1,4.53
Student_01255,Engineering,University 55,2,9.52,10.0,2026,2,10,Startup,3,North,17.78,0.21,1,1,1,9.43
Student_01256,MCA,State Engineering College 56,2,8.95,10.0,2026,3,9,MNC,5,West,10.65,0.13,1,1,1,9.38
Student_01257,MBA,College of 57,3,8.53,10.0,2025,1,4,NGO,5,North,12.99,0.16,1,1,1,3.45
Student_01258,Engineering,Institute of 58,3,7.41,10.0,2026,0,0,,4,East,9.28,0.11,0,1,1,
Student_01259,Engineering,Regional Institute 59,2,8.11,10.0,2025,0,0,,5,West,13.28,0.16,0,1,1,
Student_01260,MBA,Regional Institute 60,2,7.09,10.0,2026,1,5,PSU,3,South,18.33,0.22,1,1,1,6.57
Student_01261,Engineering,Academy of 61,3,7.81,10.0,2024,0,0,,3,West,11.72,0.14,0,0,1,
Student_01262,MBA,University 62,2,7.92,10.0,2024,1,5,MNC,2,West,20.34,0.24,1,1,1,10.59
Student_01263,Engineering,Institute of 63,3,7.88,10.0,2025,0,0,,2,North,8.78,0.11,1,1,1,6.04
Student_01264,Engineering,University 64,2,8.59,10.0,2024,3,18,Startup,2,West,16.04,0.19,1,1,1,5.21
Student_01265,MSc,College of 65,3,9.46,10.0,2025,3,6,PSU,4,West,5.69,0.07,1,1,1,8.08
Student_01266,MSc,Regional Institute 66,2,6.64,10.0,2024,3,15,MNC,2,Central,9.48,0.11,1,1,1,4.87
Student_01267,Engineering,University 67,2,6.51,10.0,2025,0,0,,3,West,16.52,0.2,0,1,1,
Student_01268,MSc,Academy of 68,3,8.41,10.0,2024,4,16,Startup,4,North,5.66,0.07,1,1,1,3.0
Student_01269,MCA,NIT 69,1,6.63,10.0,2025,2,8,MNC,2,West,17.64,0.21,1,1,1,6.3
Student_01270,Engineering,Regional Institute 70,2,6.86,10.0,2026,1,4,NGO,1,South,12.18,0.15,1,1,1,4.82
Student_01271,MSc,BITS 71,1,6.19,10.0,2026,1,4,Startup,3,South,12.23,0.15,1,1,1,5.02
Student_01272,MBA,University 72,2,8.75,10.0,2025,6,24,Startup,2,South,21.59,0.26,1,1,1,11.69
Student_01273,Engineering,Regional Institute 73,2,8.91,10.0,2024,0,0,,4,North,13.18,0.16,0,1,1,
Student_01274,Engineering,University 74,2,7.13,10.0,2024,0,0,,3,South,13.7,0.16,1,1,1,3.65
Student_01275,MBA,IIT 75,1,6.88,10.0,2024,3,6,PSU,3,West,24.96,0.3,1,1,1,12.31
Student_01276,MCA,University 76,2,6.34,10.0,2024,1,5,MNC,1,West,8.31,0.1,1,1,1,5.23
Student_01277,Engineering,College of 77,3,8.5,10.0,2025,3,12,MNC,5,West,9.46,0.11,1,1,1,5.28
